Status,Material_Description,Material_Code,Code_Material,RK,Tahun,Created_On_SAP,No_Order,Batch,Batch_Ke,GB_Mesin_L1,GB_Mesin_L2,GB_Yield_Kg_L1,GB_Yield_Kg_L2,GB_Tanggal_CB_L1,GB_Tanggal_CB_L2,GB_Kadar_Air_L1,GB_Kadar_Air_L2,GB_Keterangan,GK_Mesin_L1,GK_Mesin_L2,GK_Yield_Kg_L1,GK_Yield_Kg_L2,GK_Tanggal_CK_L1,GK_Tanggal_CK_L2,GK_Keterangan,Cetak_Mesin,Cetak_Tgl_Mulai,Cetak_Tgl_Selesai,Cetak_Yield_Kg,Cetak_Pct_Teoritis,Cetak_Keterangan,Cetak_Total,Kemas_Mesin,Kemas_Tgl_Mulai,Kemas_Tgl_Selesai,Kemas_Yield_Blister,Kemas_Pct_Teoritis,Kemas_Keterangan,Kemas_Total,Kemul_Tambahan,Tgl_Kemul,Mesin_Sealing,Sealing,Forming,Hasil_Blister_Reject,Tablet_Rusak_Kg,Sampah_Cacahan_Kg,Blister_Kosong_Kg,Waste_Sedotan_Kg,Waste_Sample_IPC_Kg,GB_Kadar_Air_L1_num,GB_Kadar_Air_L2_num,GB_Yield_Total,GK_Yield_Total,Rasio_GK_GB,Total_Waste_Kg,Defect_Cetak,Defect_Kemas,Defect_Overall,Cetak_Durasi_Hari,Kemas_Durasi_Hari,Bulan_Produksi,Tahun_Produksi,GB_Kadar_Air_Mean
s,BODREX FLU & BATUK BERDAHAK PE/4'S,BFDP,001-07-03,7.0,2024.0,2024-06-11 00:00:00,200106480.0,070294,2.0,CB  1,CB  2,151.18,262.74,2024-07-15,2024-07-12,2.19,"3,34/3,25",SELESAI,CK  2,CK  2,321.2,276.5,2024-07-16,2024-07-15,SELESAI,,2024-07-17,2024-07-17,576.0,0.9680672268907564,Selesai ,1.0,HI PRO 1,2024-07-23,2024-07-24,169259.0,0.9671942857142856,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3.295,413.92,597.7,1.4439988403556243,0.0,0,0,0,0.0,1.0,7.0,2024.0,2.7424999999999997
s,BODREX FLU/KAP 4’S BLS,BFLU,001-13-00,1.0,2024.0,2023-12-01 00:00:00,200104443.0,010034,1.0,CB  2,CB  2,108.08,64.3,2023-12-14,2023-12-13,4.39,4.41,SELESAI,CK  1,CK  1,117.6,70.0,2023-12-14,2023-12-14,SELESAI,,2023-12-18,2023-12-18,179.0,0.952127659574468,Selesai ,,HI PRO 1,2024-01-11,2024-01-11,59546.0,0.952736,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,4.41,172.38,187.6,1.0882933054878756,0.0,0,0,0,0.0,0.0,12.0,2023.0,4.4
s,BODREX FLU/KAP 4’S BLS,BFLU,001-13-00,3.0,2024.0,2024-02-23 00:00:00,200105088.0,030934,1.0,CB  2,CB  2,107.6,65.65,2024-03-07,2024-03-07,4.4,4.39,SELESAI,CK  1,CK  1,117.01,68.27,2024-03-08,2024-03-08,SELESAI,,2024-03-12,2024-03-12,171.0,0.9095744680851064,Selesai,1.0,HI PRO 1,2024-03-19,2024-03-21,59546.0,0.952736,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.39,173.25,185.28,1.0694372294372294,0.0,0,0,0,0.0,2.0,3.0,2024.0,4.395
s,BODREX FLU/KAP 4’S BLS,BFLU,001-13-00,4.0,2024.0,2024-07-23 00:00:00,200106944.0,081334,1.0,CB  2,CB  2,106.6,64.53,2024-08-06,2024-08-06,4.27,4.07,SELESAI,CK  1,CK  1,116.11,70.1,2024-08-07,2024-08-07,SELESAI,,2024-08-09,2024-08-09,175.0,0.9308510638297872,Selesai,1.0,HI PRO 1,2024-08-16,2024-08-20,58195.0,0.93112,SELESAI,1.0,0.0,,,190.0,115.0,38.0,0.12,8.8,9.9,0.0,0.0,4.27,4.07,171.13,186.20999999999998,1.088120142581663,18.82,0,0,0,0.0,4.0,8.0,2024.0,4.17
s,BODREX FLU/KAP 4’S BLS,BFLU,001-13-00,4.0,2024.0,2024-07-23 00:00:00,200106945.0,081344,2.0,CB  2,CB  2,107.21,64.02,2024-08-07,2024-08-06,4.39,4.29,SELESAI,CK  1,CK  1,116.63,69.6,2024-08-07,2024-08-07,SELESAI,,2024-08-09,2024-08-09,179.0,0.952127659574468,Selesai,1.0,HI PRO 1,2024-08-20,2024-08-21,59101.0,0.945616,SELESAI,1.0,0.0,,,190.0,115.0,325.0,1.32,15.9,6.2,0.0,0.0,4.39,4.29,171.23,186.23,1.0876014717047247,23.419999999999998,0,0,0,0.0,1.0,8.0,2024.0,4.34
s,BODREX PILEK/KAP 4'S BLS,BXPK,001-19-00,2.0,2024.0,2024-01-16 00:00:00,200104725.0,020174,1.0,CB  1,CB  1,84.02,57.22,2024-01-08,2024-01-08,2.62,2.77,SELESAI,CK  1,CK  1,87.4,60.7,2024-01-19,2024-01-19,SELESAI,,2024-01-22,2024-01-22,126.0,,Selesai,,HI PRO 1,2024-01-24,2024-01-26,41460.0,,SELESAI,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,2.77,141.24,148.10000000000002,1.0485698102520533,0.0,0,0,0,0.0,2.0,1.0,2024.0,2.6950000000000003
s,BODREX PILEK ALERGI/KAP 4'S BLS,BXPA,001-19-01,1.0,2024.0,21.12.2023,200104567.0,011034,1.0,CB  2,CB  1,83.39,57.15,2024-01-10,2024-01-10,2.56,2.92,SELESAI,CK  1,CK  1,87.32,60.97,2024-01-11,2024-01-11,SELESAI,,2024-01-15,2024-01-15,132.0,,"selesai,  saba",1.0,HI PRO 1,2024-01-19,2024-01-22,43318.0,,"SELESAI, SABA",,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,2.92,140.54,148.29,1.0551444428632417,0.0,0,0,0,0.0,3.0,1.0,2024.0,2.74
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,1.0,2024.0,2024-12-30 00:00:00,200104474.0,010974,1.0,CB3-1,CB1-1,454.96,272.96,2024-01-05,2024-01-07,,,SELESAI,,,,279.6,,,,,2024-01-10,2024-01-10,725.0,0.958994708994709,Selesai,1.0,BP 20,2024-01-18,2024-01-19,239563.0,0.958252,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,727.92,279.6,0.3841081437520607,0.0,0,0,0,0.0,1.0,1.0,2024.0,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,1.0,2024.0,2024-12-30 00:00:00,200104475.0,010984,2.0,CB3-1,CB1-1,459.1,281.68,2024-01-05,2024-01-08,,,SELESAI,,,,279.6,,,,,2024-01-11,2024-01-11,733.0,0.9695767195767196,Selesai,1.0,BP 20,2024-01-19,2024-01-22,242016.0,0.968064,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,740.78,279.6,0.377439995680229,0.0,0,0,0,0.0,3.0,1.0,2024.0,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,1.0,2024.0,2024-12-30 00:00:00,200104476.0,010994,3.0,CB3-1,CB  1,472.54,255.54,2024-01-05,2024-01-08,,"5,08/5,37",SELESAI,,CK  2,,277.9,,2024-01-08,SELESAI,,2024-01-08,2024-01-09,735.0,0.9722222222222222,Selesai,1.0,BP 20,2024-01-22,2024-01-23,242953.0,0.971812,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.225,728.08,277.9,0.3816888254038017,0.0,0,0,0,1.0,1.0,1.0,2024.0,5.225
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,1.0,2024.0,2024-12-30 00:00:00,200104477.0,011004,4.0,CB  1,CB  1,462.9,258.26,2024-01-08,2024-01-08,"4,27/4,29/4,17","5,07/5,27",SELESAI,,CK  2,,281.3,,2024-01-08,SELESAI,,2024-01-09,2024-01-10,733.0,0.9695767195767196,Selesai,1.0,BP 20,2024-01-25,2024-01-25,242058.0,0.968232,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.243333333333333,5.17,721.16,281.3,0.3900660047700927,0.0,0,0,0,1.0,0.0,1.0,2024.0,4.706666666666667
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,1.0,2024.0,04.01.2024,200104644.0,011184,5.0,CB 2,CB  1,462.4,253.1,2024-01-10,2024-01-09,"4,06/4,02/4,08","5,25/5,19",SELESAI,,CK  2,,276.3,,2024-01-10,SELESAI,,2024-01-11,2024-01-12,734.0,0.9708994708994708,Selesai,1.0,BP 20,2024-01-23,2024-01-23,242792.0,0.971168,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053333333333333,5.220000000000001,715.5,276.3,0.38616352201257864,0.0,0,0,0,1.0,0.0,1.0,2024.0,4.636666666666667
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,1.0,2024.0,04.01.2024,200104645.0,011194,6.0,CB 2,CB  1,461.8,256.63,2024-01-11,2024-01-11,"4,22/4,13/4,12","5,28/5,31",SELESAI,,CK  2,,279.6,,2024-01-11,SELESAI,,2024-01-12,2024-01-12,735.0,0.9722222222222222,Selesai,1.0,BP 20,2024-01-23,2024-01-24,242781.0,0.971124,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.156666666666666,5.295,718.4300000000001,279.6,0.38918196623192236,0.0,0,0,0,0.0,1.0,1.0,2024.0,4.725833333333333
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,1.0,2024.0,04.01.2024,200104646.0,011204,7.0,CB 2,CB  1,460.7,255.48,2024-01-12,2024-01-12,"4,42/4,17/4,17","5,33/5,12",SELESAI,,CK  2,,278.7,,2024-01-12,SELESAI,,2024-01-15,2024-01-16,735.0,0.9722222222222222,Selesai,1.0,BP 20,2024-01-24,2024-01-24,243186.0,0.972744,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.253333333333333,5.225,716.18,278.7,0.3891479795582116,0.0,0,0,0,1.0,0.0,1.0,2024.0,4.739166666666666
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-01-23 00:00:00,200104802.0,020854,1.0,CB 2,CB  1,464.8,253.03,2024-02-01,2024-02-01,"4,02/4,70,4,10","5,25/5,19",SELESAI,,CK  2,,275.3,,2024-02-02,SELESAI,,2024-02-05,2024-02-05,735.0,0.9722222222222222,Selesai,1.0,BP 20,2024-02-09,2024-02-12,242824.0,0.971296,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,5.220000000000001,717.83,275.3,0.38351698870206036,0.0,0,0,0,0.0,3.0,2.0,2024.0,4.62
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-01-23 00:00:00,200104803.0,020864,2.0,CB 2,CB  1,464.2,257.5,2024-02-02,2024-02-01,"4,32/4,37/4,27","5,22/5,06",SELESAI,,CK  2,,280.9,,2024-02-02,SELESAI,,2024-02-06,2024-02-06,740.0,0.9788359788359788,Selesai,1.0,BP 20,2024-02-12,2024-02-13,244983.0,0.979932,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,5.14,721.7,280.9,0.3892198974643203,0.0,0,0,0,0.0,1.0,2.0,2024.0,4.73
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-01-23 00:00:00,200104804.0,020874,3.0,CB 2,CB  1,466.9,259.96,2024-02-05,2024-02-01,"4,29/4,24/4,27","5,07/5,24",SELESAI,,CK  2,,282.3,,2024-02-02,SELESAI,,2024-02-06,2024-02-07,742.0,0.9814814814814816,Selesai,1.0,BP 20,2024-02-13,2024-02-13,244901.0,0.979604,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.266666666666667,5.155,726.8599999999999,282.3,0.3883829072998928,0.0,0,0,0,1.0,0.0,2.0,2024.0,4.710833333333333
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-01-23 00:00:00,200104805.0,020884,4.0,CB 2,CB  1,466.8,259.25,2024-02-05,2024-02-02,"4,22/4,21/4,36","5,45/5,49",SELESAI,,CK  2,,282.4,,2024-02-06,SELESAI,,2024-02-07,2024-02-07,741.0,0.98015873015873,Selesai,1.0,BP 20,2024-02-13,2024-02-15,244842.0,0.979368,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263333333333333,5.470000000000001,726.05,282.4,0.38895392879278284,0.0,0,0,0,0.0,2.0,2.0,2024.0,4.866666666666667
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-01-23 00:00:00,200104806.0,020894,5.0,CB 2,CB  1,462.04,251.84,2024-02-06,2024-02-05,"4,28/4,09/4,41","5,24/5,13",SELESAI,,CK  2,,274.7,,2024-02-07,SELESAI,,2024-02-07,2024-02-09,727.0,0.9616402116402116,Selesai,1.0,BP 20,2024-02-15,2024-02-15,240218.0,0.960872,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.260000000000001,5.1850000000000005,713.88,274.7,0.3847985655852524,0.0,0,0,0,2.0,0.0,2.0,2024.0,4.7225
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-02-05 00:00:00,200104905.0,021694,6.0,CB 2,CB  1,462.09,255.01,2024-02-06,2024-02-07,"4,90/4,48/4,17","5,04/5,25",SELESAI,,CK  2,,277.6,,2024-02-09,SELESAI,,2024-02-09,2024-02-12,730.0,0.9656084656084656,Selesai,1.0,BP 20,2024-02-15,2024-02-16,241063.0,0.964252,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.516666666666667,5.145,717.0999999999999,277.6,0.38711476781480975,0.0,0,0,0,3.0,1.0,2.0,2024.0,4.830833333333333
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-02-05 00:00:00,200104906.0,021704,7.0,CB 2,CB  1,461.4,259.96,2024-02-07,2024-02-07,"4,19/4,33/4,19","5,24/5,05",SELESAI,,CK  2,,282.8,,2024-02-09,SELESAI,,2024-02-12,2024-02-13,737.0,0.9748677248677248,Selesai,1.0,BP 20,2024-02-16,2024-02-17,243275.0,0.9731,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236666666666667,5.145,721.3599999999999,282.8,0.3920372629477654,0.0,0,0,0,1.0,1.0,2.0,2024.0,4.690833333333334
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-02-05 00:00:00,200104907.0,021714,8.0,CB 2,CB  1,467.2,258.79,2024-02-07,2024-02-07,"4,09/4,29/4,30","5,25/5,22",SELESAI,,CK  2,,277.6,,2024-02-09,SELESAI,,2024-02-13,2024-02-13,741.0,0.98015873015873,Selesai,1.0,BP 20,2024-02-17,2024-02-17,244766.0,0.979064,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.226666666666667,5.234999999999999,725.99,277.6,0.38237441287070073,0.0,0,0,0,0.0,0.0,2.0,2024.0,4.730833333333333
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-02-05 00:00:00,200104908.0,021724,9.0,CB 2,CB  1,457.46,258.81,2024-02-09,2024-02-07,"4,21/4,24/4,17","5,24/5,17",SELESAI,,CK  2,,281.7,,2024-02-09,SELESAI,,2024-02-13,2024-02-15,733.0,0.9695767195767196,Selesai,1.0,BP 20,2024-02-17,2024-02-19,241985.0,0.96794,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.206666666666666,5.205,716.27,281.7,0.39328744747092576,0.0,0,0,0,2.0,2.0,2.0,2024.0,4.705833333333333
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-02-05 00:00:00,200104924.0,021864,10.0,CB 2,CB  1,469.94,252.79,2024-02-09,2024-02-12,"4,47/4,37/4,38","5,21/5,19",SELESAI,,CK  2,,275.8,,2024-02-12,SELESAI,,2024-02-15,2024-02-15,741.0,0.98015873015873,Selesai,1.0,BP 20,2024-02-19,2024-02-19,244703.0,0.978812,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.406666666666666,5.2,722.73,275.8,0.38160862286054265,0.0,0,0,0,0.0,0.0,2.0,2024.0,4.803333333333333
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-02-05 00:00:00,200104925.0,021874,11.0,CB 2,CB  1,462.6,254.97,2024-02-12,2024-02-12,"4,05/4,25/4,17","5,14/5,15",SELESAI,,CK  2,,277.9,,2024-02-12,SELESAI,,2024-02-15,2024-02-16,735.0,0.9722222222222222,Selesai,1.0,BP 20,2024-02-20,2024-02-20,243158.0,0.972632,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.156666666666667,5.145,717.57,277.9,0.38727928982538284,0.0,0,0,0,1.0,0.0,2.0,2024.0,4.650833333333333
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,2.0,2024.0,2024-02-05 00:00:00,200104926.0,021884,12.0,CB 2,CB  1,466.9,257.25,2024-02-12,2024-02-12,"4,10/4,20/4,44","5,14/5,15",SELESAI,,CK  2,,280.4,,2024-02-12,SELESAI,,2024-02-16,2024-02-16,741.0,0.98015873015873,Selesai,1.0,BP 20,2024-02-20,2024-02-21,244880.0,0.97952,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.246666666666667,5.145,724.15,280.4,0.387212594075813,0.0,0,0,0,0.0,1.0,2.0,2024.0,4.695833333333333
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,3.0,2024.0,2024-02-20 00:00:00,200104953.0,030434,1.0,CB 2,CB  1,463.7,249.51,2024-02-22,2024-02-22,"4,28/4,37/4,37","5,14/5,24",SELESAI,,CK  2,,275.1,,2024-02-23,SELESAI,,,,733.0,0.968915343915344,,,HI PRO 1,2024-04-16,2024-04-16,2843.0,0.011372,SELESAI,,2843.0,2024-04-16 00:00:00,HIPRO 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,5.1899999999999995,713.21,275.1,0.38572089566887735,0.0,0,1,1,,0.0,,,4.765
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,3.0,2024.0,2024-02-20 00:00:00,200104954.0,030444,2.0,CB 2,CB  1,466.15,251.83,2024-02-22,2024-02-22,"4,12/4,34/4,29","5,26/5,33",SELESAI,,CK  2,,274.7,,2024-02-23,SELESAI,,2024-02-27,2024-02-27,725.0,0.958994708994709,Selesai,1.0,BP 20,2024-03-14,2024-03-15,239014.0,0.956056,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,5.295,717.98,274.7,0.3826011866625811,0.0,0,0,0,0.0,1.0,2.0,2024.0,4.7725
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,3.0,2024.0,2024-02-20 00:00:00,200104955.0,030454,3.0,CB 2,CB  1,460.8,251.12,2024-02-23,2024-02-23,"4,09/4,48/4,44","5,24/5,10",SELESAI,,CK  2,,273.8,,2024-02-23,SELESAI,,2024-02-27,2024-02-28,723.0,0.9563492063492064,Selesai,1.0,MTX 514,2024-03-15,2024-03-18,237790.0,0.95116,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336666666666667,5.17,711.9200000000001,273.8,0.38459377458141364,0.0,0,0,0,1.0,3.0,2.0,2024.0,4.753333333333334
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,3.0,2024.0,2024-02-20 00:00:00,200104956.0,030464,4.0,CB 2,CB  1,466.0,253.13,2024-02-23,2024-02-23,"4,22/4,37/4,29","5,26/5,13",SELESAI,,CK  2,,275.7,,2024-02-23,SELESAI,,2024-02-28,2024-02-29,727.0,0.9616402116402116,Selesai,1.0,MTX 514,2024-03-13,2024-03-14,240836.0,0.963344,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.293333333333333,5.195,719.13,275.7,0.3833799174001919,0.0,0,0,0,1.0,1.0,2.0,2024.0,4.744166666666667
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,3.0,2024.0,2024-02-20 00:00:00,200104957.0,030474,5.0,CB 2,CB  1,467.3,261.93,2024-02-23,2024-02-23,"4,27/4,43/4,19","5,12/5,02",SELESAI,,CK  2,,284.7,,2024-02-23,SELESAI,,2024-02-29,2024-03-01,738.0,0.9761904761904762,Selesai,1.0,BP 20,2024-03-12,2024-03-13,244007.0,0.976028,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296666666666667,5.07,729.23,284.7,0.390411804231861,0.0,0,0,0,1.0,1.0,2.0,2024.0,4.683333333333334
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,3.0,2024.0,2024-02-26 00:00:00,200105054.0,030954,6.0,CB 2,CB  1,462.8,253.23,2024-02-28,2024-02-27,"4,07/4,20/4,22","5,19/5,10",SELESAI,,CK  2,,276.0,,2024-02-28,SELESAI,,2024-03-01,2024-03-01,725.0,0.958994708994709,Selesai,1.0,BP 20,2024-03-13,2024-03-14,239519.0,0.958076,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163333333333333,5.145,716.03,276.0,0.3854587098305937,0.0,0,0,0,0.0,1.0,3.0,2024.0,4.654166666666667
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,3.0,2024.0,2024-02-26 00:00:00,200105055.0,030964,7.0,CB 2,CB  1,463.1,259.66,2024-02-28,2024-02-27,"4,04/4,19/4,37","5,30/5,00",SELESAI,,CK  2,,282.4,,2024-02-28,SELESAI,,2024-03-07,2024-03-07,725.0,0.958994708994709,Selesai,1.0,MTX 514,2024-03-14,2024-03-15,239510.0,0.95804,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.15,722.76,282.4,0.3907244451823565,0.0,0,0,0,0.0,1.0,3.0,2024.0,4.675000000000001
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,3.0,2024.0,2024-03-04 00:00:00,200105241.0,031404,8.0,CB 2,CB  1,465.5,255.39,2024-03-22,2024-03-20,"4,48/4,50/4,49","5,05/5,17",SELESAI,,CK  2,,278.0,,2024-03-25,SELESAI,,2024-03-25,2024-03-25,726.0,0.9603174603174603,Selesai,1.0,MTX 514,2024-03-26,2024-03-27,239838.0,0.959352,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,5.109999999999999,720.89,278.0,0.3856344241146361,0.0,0,0,0,0.0,1.0,3.0,2024.0,4.8
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,3.0,2024.0,2024-03-04 00:00:00,200105242.0,031414,9.0,CB 2,CB  1,464.6,254.59,2024-03-25,2024-03-25,"4,32/4,05/4,24","5,25/5,19",SELESAI,,CK  2,,277.4,,2024-03-25,SELESAI,,2024-03-25,2024-03-26,731.0,0.966931216931217,Selesai,1.0,MTX 514,2024-03-27,2024-03-28,241256.0,0.965024,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.203333333333334,5.220000000000001,719.19,277.4,0.3857117034441524,0.0,0,0,0,1.0,1.0,3.0,2024.0,4.711666666666668
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,4.0,2024.0,2024-03-13 00:00:00,200105354.0,040014,1.0,CB 2,CB  1,464.6,256.08,2024-03-25,2024-03-25,"4,30/4,05/4,24","5,26/5,15",SELESAI,,CK  2,,279.0,,2024-03-25,SELESAI,,2024-03-26,2024-03-26,730.0,0.9656084656084656,Selesai,1.0,MTX 514,2024-03-28,2024-03-28,241020.0,0.96408,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.196666666666666,5.205,720.6800000000001,279.0,0.38713437309207965,0.0,0,0,0,0.0,0.0,3.0,2024.0,4.700833333333334
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,4.0,2024.0,2024-03-13 00:00:00,200105355.0,040024,2.0,CB 2,CB  1,466.0,261.54,2024-03-25,2024-03-25,"4,40/4,14/4,29","5,09/5,32",SELESAI,,CK  2,,284.3,,2024-03-25,SELESAI,,2024-03-27,2024-03-27,739.0,0.9775132275132276,Selesai,1.0,HIPRO 1,2024-03-28,2024-04-02,243555.0,0.97422,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666666666666,5.205,727.54,284.3,0.3907688924320313,0.0,0,0,0,0.0,5.0,3.0,2024.0,4.740833333333333
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,4.0,2024.0,2024-03-13 00:00:00,200105374.0,040214,3.0,CB 2,CB  1,462.2,259.07,2024-03-26,2024-03-25,"4,33/4,33/4,27","5,44/5,37",SELESAI,,CK  2,,281.0,,2024-03-26,SELESAI,,2024-03-27,2024-03-28,731.0,0.966931216931217,Selesai,1.0,HIPRO 1,2024-04-03,2024-04-04,242071.0,0.968284,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,5.405,721.27,281.0,0.38959058327672025,0.0,0,0,0,1.0,1.0,3.0,2024.0,4.8575
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,4.0,2024.0,2024-03-13 00:00:00,200105375.0,040224,4.0,CB 2,CB  1,464.2,251.2,2024-03-26,2024-03-26,"4,07/4,37/4,20","5,19/5,04",SELESAI,,CK  2,,274.0,,2024-03-26,SELESAI,,2024-03-28,2024-03-28,729.0,0.9642857142857144,Selesai,1.0,MTX 514,2024-04-01,2024-04-02,240125.0,0.9605,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.213333333333334,5.115,715.4,274.0,0.38300251607492314,0.0,0,0,0,0.0,1.0,3.0,2024.0,4.664166666666667
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,4.0,2024.0,2024-03-13 00:00:00,200105376.0,040234,5.0,CB 2,CB  1,466.4,258.05,2024-03-27,2024-03-26,"4,12/4,17/4,34","5,07/5,18",SELESAI,,CK  2,,280.8,,2024-03-26,SELESAI,,2024-03-28,2024-04-01,733.0,0.9695767195767196,Selesai,1.0,BP 20,2024-04-03,2024-04-03,242563.0,0.970252,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,5.125,724.45,280.8,0.38760438953689,0.0,0,0,0,4.0,0.0,3.0,2024.0,4.6675
