Status,Material_Description,Material_Code,Code_Material,RK,Tahun,Created_On_SAP,No_Order,Batch,Batch_Ke,GB_Mesin_L1,GB_Mesin_L2,GB_Yield_Kg_L1,GB_Yield_Kg_L2,GB_Tanggal_CB_L1,GB_Tanggal_CB_L2,GB_Kadar_Air_L1,GB_Kadar_Air_L2,GB_Keterangan,GK_Mesin_L1,GK_Mesin_L2,GK_Yield_Kg_L1,GK_Yield_Kg_L2,GK_Tanggal_CK_L1,GK_Tanggal_CK_L2,GK_Keterangan,Cetak_Mesin,Cetak_Tgl_Mulai,Cetak_Tgl_Selesai,Cetak_Yield_Kg,Cetak_Pct_Teoritis,Cetak_Keterangan,Cetak_Total,Kemas_Mesin,Kemas_Tgl_Mulai,Kemas_Tgl_Selesai,Kemas_Yield_Blister,Kemas_Pct_Teoritis,Kemas_Keterangan,Kemas_Total,Kemul_Tambahan,Tgl_Kemul,Mesin_Sealing,Sealing,Forming,Hasil_Blister_Reject,Tablet_Rusak_Kg,Sampah_Cacahan_Kg,Blister_Kosong_Kg,Waste_Sedotan_Kg,Waste_Sample_IPC_Kg
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-18 00:00:00,200105421,040484,22,CB1-1,CB LT 02,548,122.5,2024-03-28 00:00:00,2024-03-28 00:00:00,,3.68,SELESAI,CK2-1,CK3-1,558.72,451.9,2024-04-01 00:00:00,2024-04-01 00:00:00,SELESAI,R292F,2024-04-02 00:00:00,2024-04-02 00:00:00,981,0.965570188389535,Selesai,1,UPS 310,2024-04-15 00:00:00,2024-04-18 00:00:00,57848,0.9641333333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-25 00:00:00,200105234,040824,23,CB1-1,CB LT 02,549,122.91,2024-03-28 00:00:00,2024-03-28 00:00:00,,3.67,SELESAI,CK2-1,CK3-1,560.2,452.27,2024-04-01 00:00:00,2024-04-01 00:00:00,SELESAI,F3090,2024-04-02 00:00:00,2024-04-02 00:00:00,987,0.97147581645308,Selesai,1,UPS 312,2024-04-17 00:00:00,2024-04-18 00:00:00,58380,0.973,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-25 00:00:00,200105235,040834,24,CB1-1,CB LT 02,549,122.73,2024-03-28 00:00:00,2024-03-28 00:00:00,,3.67,SELESAI,CK2-1,CK3-1,560.2,452.39,2024-04-01 00:00:00,2024-04-01 00:00:00,SELESAI,R292F,2024-04-02 00:00:00,2024-04-03 00:00:00,984,0.968523002421308,Selesai,1,UPS 312,2024-04-18 00:00:00,2024-04-18 00:00:00,58071,0.96785,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-25 00:00:00,200105236,040844,25,CB1-1,CB LT 02,544/32,125.49,2024-03-28 00:00:00,2024-03-28 00:00:00,,3.4,SELESAI,CK2-1,CK1-1,555.32,455.06,2024-04-01 00:00:00,2024-04-02 00:00:00,SELESAI,F3090,2024-04-02 00:00:00,2024-04-03 00:00:00,982,0.966554459733459,Selesai,1,UPS 310,2024-04-15 00:00:00,2024-04-16 00:00:00,58039,0.9673166666666667,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-25 00:00:00,200105237,040854,26,CB1-1,CB LT 02,551.2,125.51,2024-04-01 00:00:00,2024-03-28 00:00:00,,3.77,SELESAI,CK1-1,CK3-1,562.62,455.01,2024-04-02 00:00:00,2024-04-01 00:00:00,SELESAI,R292F,2024-04-03 00:00:00,2024-04-03 00:00:00,990,0.974428630484852,Selesai,1,UPS 310,2024-04-16 00:00:00,2024-04-16 00:00:00,58604,0.9767333333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-25 00:00:00,200105238,040864,27,CB1-1,CB LT 02,549.84,123.34,2024-04-01 00:00:00,2024-04-01 00:00:00,,3.79,SELESAI,CK1-1,CK1-1,560.94,452.24,2024-04-02 00:00:00,2024-04-02 00:00:00,SELESAI,F3090,2024-04-03 00:00:00,2024-04-03 00:00:00,988,0.972460087797004,Selesai,1,UPS 312,2024-04-16 00:00:00,2024-04-16 00:00:00,58391,0.9731833333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-28 00:00:00,200105457,040984,28,CB1-1,CB LT 02,548.06,121.47,2024-04-02 00:00:00,2024-04-01 00:00:00,,3.78,SELESAI,CK1-1,CK1-1,559.12,451.1,2024-04-02 00:00:00,2024-04-02 00:00:00,SELESAI,R292F,2024-04-03 00:00:00,2024-04-04 00:00:00,982,0.966554459733459,Selesai,1,UPS 310,2024-04-16 00:00:00,2024-04-16 00:00:00,57990,0.9665,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-28 00:00:00,200105458,040994,29,CB1-1,CB LT 02,549.58,122.51,2024-04-02 00:00:00,2024-04-02 00:00:00,,3.46,SELESAI,CK1-1,CK1-1,560.12,452.08,2024-04-02 00:00:00,2024-04-02 00:00:00,SELESAI,R292F,2024-04-04 00:00:00,2024-04-04 00:00:00,985,0.969507273765232,Selesai,1,UPS 312,2024-04-17 00:00:00,2024-04-17 00:00:00,58284,0.9714,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-28 00:00:00,200105459,041004,30,CB1-1,CB LT 02,548.6,121.5,2024-04-02 00:00:00,2024-04-02 00:00:00,,3.63,SELESAI,CK1-1,CK1-1,559.74,494,2024-04-03 00:00:00,2024-04-03 00:00:00,SELESAI,F3090,2024-04-03 00:00:00,2024-04-04 00:00:00,977,0.961633103013839,Selesai,1,UPS 312,2024-04-15 00:00:00,2024-04-16 00:00:00,57790,0.9631666666666666,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-28 00:00:00,200105480,041014,31,CB1-1,CB LT 02,548.5,121.79,2024-04-02 00:00:00,2024-04-02 00:00:00,,3.41,SELESAI,CK1-1,CK1-1,560.66,451.02,2024-04-03 00:00:00,2024-04-03 00:00:00,SELESAI,F3090,2024-04-04 00:00:00,2024-04-04 00:00:00,984,0.968523002421308,Selesai,1,UPS 310,2024-04-17 00:00:00,2024-04-17 00:00:00,57451,0.9575166666666667,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-28 00:00:00,200105481,041024,32,CB1-1,CB LT 02,552,125.47,2024-04-02 00:00:00,2024-04-02 00:00:00,,3.77,SELESAI,CK1-1,CK1-1,463.18,455.02,2024-04-03 00:00:00,2024-04-03 00:00:00,SELESAI,R292F,2024-04-04 00:00:00,2024-04-04 00:00:00,989,0.973444359140928,Selesai,1,UPS 310,2024-04-17 00:00:00,2024-04-17 00:00:00,58431,0.97385,SELESAI,1,673,2024-05-28 00:00:00,UPS 310,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-28 00:00:00,200105482,041034,33,CB1-1,CB LT 02,552.02,122.6,2024-04-02 00:00:00,2024-04-02 00:00:00,,3.75,SELESAI,CK1-1,CK3-1,562.64,452.2,2024-04-04 00:00:00,2024-04-04 00:00:00,SELESAI,F3090,2024-04-04 00:00:00,2024-04-05 00:00:00,987,0.97147581645308,Selesai,1,UPS 310,2024-04-17 00:00:00,2024-04-18 00:00:00,58285,0.9714166666666667,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-28 00:00:00,200105483,041044,34,CB1-1,CB LT 02,551.74,123.4,2024-04-04 00:00:00,2024-04-02 00:00:00,,3.71,SELESAI,CK1-1,CK3-1,562.8,452.99,2024-04-04 00:00:00,2024-04-04 00:00:00,SELESAI,R292F,2024-04-04 00:00:00,2024-04-05 00:00:00,988,0.972460087797004,Selesai,1,UPS 310,2024-04-18 00:00:00,2024-04-18 00:00:00,58047,0.96745,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-03-28 00:00:00,200105484,041054,35,CB1-1,CB LT 02,549.76,123.96,2024-04-04 00:00:00,2024-04-02 00:00:00,,3.72,SELESAI,CK2-1,CK3-1,560.9,453.55,2024-04-05 00:00:00,2024-04-04 00:00:00,SELESAI,F3090,2024-04-05 00:00:00,2024-04-05 00:00:00,986,0.970491545109156,Selesai,1,UPS 312,2024-04-18 00:00:00,2024-04-18 00:00:00,58350,0.9725,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-01 00:00:00,200105500,041214,36,CB1-1,CB LT 02,550.48,125,2024-04-04 00:00:00,2024-04-02 00:00:00,,3.6,SELESAI,CK2-1,CK3-1,561.66,454.59,2024-04-05 00:00:00,2024-04-04 00:00:00,SELESAI,R292F,2024-04-05 00:00:00,2024-04-05 00:00:00,989,0.973444359140928,Selesai,1,UPS 310,2024-04-18 00:00:00,2024-04-19 00:00:00,58392,0.9732,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-02 00:00:00,200105501,041224,37,CB1-1,CB LT 02,551.2,120.76,2024-04-15 00:00:00,2024-04-15 00:00:00,,3.59,SELESAI,CK1-1,CK1-1,561.68,450.1,2024-04-15 00:00:00,2024-04-15 00:00:00,SELESAI,R292F,2024-04-15 00:00:00,2024-04-16 00:00:00,984,0.968523002421308,Selesai,1,UPS 312,2024-04-18 00:00:00,2024-04-19 00:00:00,58080,0.968,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105477,041594,38,CB1-1,CB LT 02,550,122.93,2024-04-15 00:00:00,2024-04-15 00:00:00,,3.41,SELESAI,CK3-1,CK1-1,561.07,452.42,2024-04-15 00:00:00,2024-04-15 00:00:00,SELESAI,R292F,2024-04-16 00:00:00,2024-04-17 00:00:00,982,0.966554459733459,Selesai,1,UPS 310,2024-04-19 00:00:00,2024-05-24 00:00:00,58240,0.9706666666666667,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105478,041604,39,CB1-1,CB LT 02,548,124.37,2024-04-15 00:00:00,2024-04-15 00:00:00,,3.79,SELESAI,CK3-1,CK1-1,559.16,453.3,2024-04-15 00:00:00,2024-04-15 00:00:00,SELESAI,R292F,2024-04-17 00:00:00,2024-04-18 00:00:00,981,0.965570188389535,Selesai,1,UPS 312,2024-04-19 00:00:00,2024-04-19 00:00:00,58067,0.9677833333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105479,041614,40,CB1-1,CB LT 02,550,123.75,2024-04-15 00:00:00,2024-04-15 00:00:00,,3.4,SELESAI,CK3-1,CK1-1,561.15,453.28,2024-04-15 00:00:00,2024-04-15 00:00:00,SELESAI,R292F,2024-04-18 00:00:00,2024-04-18 00:00:00,983,0.967538731077383,Selesai,1,UPS 310,2024-04-22 00:00:00,2024-04-23 00:00:00,58110,0.9685,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105560,041624,41,CB1-1,CB LT 02,550,124.41,2024-04-15 00:00:00,2024-04-15 00:00:00,,3.42,SELESAI,CK3-1,CK1-1,561.18,454,2024-04-15 00:00:00,2024-04-15 00:00:00,SELESAI,R292F,2024-04-18 00:00:00,2024-04-19 00:00:00,984,0.968523002421308,Selesai,1,UPS 312,2024-04-22 00:00:00,2024-04-22 00:00:00,58252,0.9708666666666667,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105561,041634,42,CB1-1,CB LT 02,547,122.54,2024-04-15 00:00:00,2024-04-15 00:00:00,,3.52,SELESAI,CK3-1,CK3-1,557.69,451.72,2024-04-16 00:00:00,2024-04-16 00:00:00,SELESAI,R292F,2024-04-19 00:00:00,2024-04-19 00:00:00,980,0.964585917045611,Selesai,1,UPS 310,2024-04-23 00:00:00,2024-04-24 00:00:00,57970,0.9661666666666666,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105562,041644,43,CB1-1,CB LT 02,548.74,124.25,2024-04-15 00:00:00,2024-04-15 00:00:00,,3.69,SELESAI,CK3-1,CK3-1,559.61,453.59,2024-04-16 00:00:00,2024-04-16 00:00:00,SELESAI,R292F,2024-04-19 00:00:00,2024-04-20 00:00:00,982,0.966554459733459,Selesai,1,UPS 312,2024-04-23 00:00:00,2024-04-24 00:00:00,58635,0.97725,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105563,041654,44,CB1-1,CB LT 02,547.84,125.68,2024-04-15 00:00:00,2024-04-15 00:00:00,,3.73,SELESAI,CK3-1,CK3-1,558.36,455.05,2024-04-16 00:00:00,2024-04-16 00:00:00,SELESAI,R292F,2024-04-20 00:00:00,2024-04-20 00:00:00,982,0.966554459733459,Selesai,1,UPS 310,2024-04-24 00:00:00,2024-04-24 00:00:00,58067,0.9677833333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105564,041664,45,CB1-1,CB LT 02,548,124.93,4/16/2024 & 4/17/2024,2024-04-15 00:00:00,,3.59,SELESAI,CK1-1,CK2-1,559.04,454.4,2024-04-17 00:00:00,2024-04-17 00:00:00,SELESAI,R292F,2024-04-20 00:00:00,2024-05-27 00:00:00,984,0.968523002421308,Selesai,1,UPS 310,2024-05-31 00:00:00,,46460,0.7743333333333333,"BELUM SELESAI, 3 TONG DI HOLD, DU TINGGI",0.7743333333333333,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105565,041674,46,CB1-1,CB LT 02,550,122.62,2024-04-17 00:00:00,2024-04-16 00:00:00,,3.8,SELESAI,CK1-1,CK2-1,561.7,452.06,2024-04-17 00:00:00,2024-04-17 00:00:00,SELESAI,F3090,2024-04-22 00:00:00,2024-04-22 00:00:00,986,0.970491545109156,Selesai,1,UPS 312,2024-04-24 00:00:00,2024-04-24 00:00:00,57952,0.9658666666666667,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105566,041684,47,CB1-1,CB LT 02,548.5,123.05,2024-04-17 00:00:00,2024-04-16 00:00:00,,3.51,SELESAI,CK1-1,CK2-1,559,452.58,2024-04-17 00:00:00,2024-04-17 00:00:00,SELESAI,R292F,2024-04-22 00:00:00,2024-04-22 00:00:00,981,0.965570188389535,Selesai,1,UPS 312,2024-04-24 00:00:00,2024-04-25 00:00:00,58051,0.9675166666666667,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,04,2024,2024-04-04 00:00:00,200105567,041694,48,CB1-1,CB LT 02,553.7,121.29,2024-04-17 00:00:00,2024-04-16 00:00:00,,3.74,SELESAI,CK1-1,CK2-1,564.86,450.8,2024-04-17 00:00:00,2024-04-17 00:00:00,SELESAI,F3090,2024-04-22 00:00:00,2024-04-23 00:00:00,984,0.968523002421308,Selesai,1,UPS 310,2024-04-25 00:00:00,2024-04-26 00:00:00,58180,0.9696666666666667,SELESAI,1,,,,,,,,,,,
s,,,,,,,,,,,,,,,,,,,,,,,,,SELESAI,,,,,,,,,,,,,,,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105626,050014,1,CB1-1,CB  2,547,125.86,4/17/2024&4/18/2024,2024-04-16 00:00:00,,3.54,SELESAI,CK1-1,CK2-1,558,455.42,2024-04-18 00:00:00,2024-04-17 00:00:00,SELESAI,R292F,2024-04-22 00:00:00,2024-04-23 00:00:00,983,0.967538731077383,Selesai,1,UPS 310,2024-04-24 00:00:00,2024-04-25 00:00:00,58070,0.9678333333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105627,050024,2,CB1-1,CB  2,549.08,124.69,2024-04-18 00:00:00,2024-04-16 00:00:00,,3.73,SELESAI,CK1-1,CK2-1,560.32,454.26,2024-04-18 00:00:00,2024-04-18 00:00:00,SELESAI,R292F,2024-04-23 00:00:00,2024-04-23 00:00:00,985,0.969507273765232,Selesai,1,UPS 310,2024-04-26 00:00:00,2024-04-26 00:00:00,58274,0.9712333333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105628,050034,3,CB1-1,CB  2,550.3,123.06,2024-04-18 00:00:00,2024-04-17 00:00:00,,3.72,SELESAI,CK1-1,CK2-1,561.46,452.7,2024-04-18 00:00:00,2024-04-18 00:00:00,SELESAI,F3090,2024-04-23 00:00:00,2024-04-24 00:00:00,985,0.969507273765232,Selesai,1,UPS 310,2024-04-25 00:00:00,2024-04-25 00:00:00,58210,0.9701666666666666,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105629,050044,4,CB1-1,CB  2,549.26,122.47,2024-04-18 00:00:00,2024-04-17 00:00:00,,3.7,SELESAI,CK1-1,CK2-1,561.42,452.04,2024-04-18 00:00:00,2024-04-18 00:00:00,SELESAI,R292F,2024-04-23 00:00:00,2024-04-24 00:00:00,983,0.967538731077383,Selesai,1,UPS 312,2024-04-25 00:00:00,2024-04-26 00:00:00,58107,0.96845,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105630,050054,5,CB1-1,CB  2,550.46,123.03,2024-04-18 00:00:00,2024-04-17 00:00:00,,3.55,SELESAI,CK3-1,CK2-1,561.4,452.5,2024-04-19 00:00:00,2024-04-18 00:00:00,SELESAI,R292F,2024-04-24 00:00:00,2024-04-24 00:00:00,985,0.969507273765232,Selesai,1,UPS 312,2024-04-26 00:00:00,2024-04-26 00:00:00,58258,0.9709666666666666,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105631,050064,6,CB1-1,CB  2,547,123.42,4/18/2024& 4/19/2024,2024-04-17 00:00:00,,3.4,SELESAI,CK3-1,CK2-1,558.14,453,2024-04-19 00:00:00,2024-04-18 00:00:00,SELESAI,F3090,2024-04-24 00:00:00,2024-04-24 00:00:00,980,0.964585917045611,Selesai,1,UPS 310,2024-04-29 00:00:00,2024-04-30 00:00:00,58027,0.9671166666666666,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105632,050074,7,CB1-1,CB  2,551.7,122.8,2024-04-19 00:00:00,2024-04-19 00:00:00,,3.77,SELESAI,CK1-1,CK3-1,562.7,452.15,2024-04-22 00:00:00,2024-04-22 00:00:00,SELESAI,F3090,2024-04-24 00:00:00,2024-04-25 00:00:00,983,0.967538731077383,Selesai,1,UPS 312,2024-04-26 00:00:00,2024-04-26 00:00:00,58136,0.9689333333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105633,050084,8,CB1-1,CB  2,547.58,122.37,2024-04-19 00:00:00,2024-04-19 00:00:00,,3.54,SELESAI,CK1-1,CK3-1,558.3,451.09,2024-04-22 00:00:00,2024-04-22 00:00:00,SELESAI,R292F,2024-04-24 00:00:00,2024-04-25 00:00:00,982,0.966554459733459,Selesai,1,UPS 312,2024-04-29 00:00:00,2024-04-29 00:00:00,58068,0.9678,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105634,050094,9,CB1-1,CB  2,546.5,124.09,2024-04-23 00:00:00,2024-04-19 00:00:00,,3.72,SELESAI,CK1-1,CK3-1,557.62,453.51,2024-04-23 00:00:00,2024-04-22 00:00:00,SELESAI,F3090,2024-04-25 00:00:00,2024-04-25 00:00:00,980,0.964585917045611,Selesai,1,UPS 312,2024-04-29 00:00:00,2024-04-29 00:00:00,57987,0.96645,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105635,050104,10,CB1-1,CB  2,547.02,125.16,2024-04-23 00:00:00,2024-04-19 00:00:00,,3.65,SELESAI,CK1-1,CK3-1,558.08,454.66,2024-04-23 00:00:00,2024-04-23 00:00:00,SELESAI,R292F,2024-04-25 00:00:00,2024-04-25 00:00:00,984,0.968523002421308,Selesai,1,UPS 310,2024-04-30 00:00:00,2024-04-30 00:00:00,58179,0.96965,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-04-05 00:00:00,200105636,050114,11,CB1-1,CB LT 02,550,CB LT 02,2024-04-23 00:00:00,CB LT 02,,,,CK1-1,CK3-1,560.98,455.08,2024-04-23 00:00:00,2024-04-23 00:00:00,SELESAI,F3090,2024-04-25 00:00:00,2024-04-26 00:00:00,988,0.972460087797004,Selesai,1,UPS 312,2024-04-29 00:00:00,2024-04-30 00:00:00,58474,0.9745666666666667,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-05-06 00:00:00,200105924,051894,45,CB1-1,CB  2,550.89,122.85,2024-05-08 00:00:00,2024-05-08 00:00:00,,"2,75/3,62",SELESAI,CK2-1,CK3-1,562.04,452.01,2024-05-08 00:00:00,2024-05-08 00:00:00,SELESAI,F3090,2024-05-08 00:00:00,2024-05-10 00:00:00,980,0.964585917045611,Selesai,1,UPS 310,2024-05-16 00:00:00,2024-05-16 00:00:00,57930,0.9655,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-05-06 00:00:00,200105853,051904,46,CB1-1,CB  2,549,122.5,2024-05-10 00:00:00,2024-05-08 00:00:00,,"2,50/3,50",SELESAI,CK3-1,CK3-1,560.19,562.06,2024-05-10 00:00:00,2024-05-08 00:00:00,SELESAI,R292F,2024-05-13 00:00:00,2024-05-14 00:00:00,980,0.964585917045611,Selesai,1,UPS 310,2024-05-17 00:00:00,2024-05-17 00:00:00,57970,0.9661666666666666,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-05-06 00:00:00,200105854,051914,47,CB1-1,CB  2,550,124.6,2024-05-10 00:00:00,2024-05-08 00:00:00,,"2,50/3,54",SELESAI,CK3-1,CK3-1,561.17,454.16,2024-05-10 00:00:00,2024-05-08 00:00:00,SELESAI,R292F,2024-05-14 00:00:00,2024-05-14 00:00:00,984,0.968523002421308,Selesai,1,UPS 310,2024-05-16 00:00:00,2024-05-17 00:00:00,58157,0.9692833333333334,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-05-06 00:00:00,200105855,051924,48,CB1-1,CB  2,550.62,122.07,2024-05-10 00:00:00,2024-05-10 00:00:00,,3.42,SELESAI,CK3-1,CK1-1,561.68,451.54,2024-05-10 00:00:00,2024-05-10 00:00:00,SELESAI,R292F,2024-05-14 00:00:00,2024-05-15 00:00:00,982,0.966554459733459,Selesai,1,UPS 312,2024-05-17 00:00:00,2024-05-20 00:00:00,58070,0.9678333333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-05-07 00:00:00,200105996,052574,49,CB1-1,CB  2,550.46,121.56,2024-05-10 00:00:00,2024-05-10 00:00:00,,3.67,SELESAI,CK3-1,CK1-1,561.57,451.1,2024-05-10 00:00:00,2024-05-10 00:00:00,SELESAI,R292F,2024-05-15 00:00:00,2024-05-15 00:00:00,983,0.967538731077383,Selesai,1,UPS 310,2024-05-17 00:00:00,2024-05-20 00:00:00,58070,0.9678333333333333,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-05-07 00:00:00,200106030,052584,50,CB1-1,CB  2,550.54,125.43,2024-05-13 00:00:00,2024-05-10 00:00:00,,3.67,SELESAI,CK3-1,CK1-1,561.55,454.92,2024-05-13 00:00:00,2024-05-10 00:00:00,SELESAI,R292F,2024-05-15 00:00:00,2024-05-16 00:00:00,986,0.970491545109156,Selesai,1,UPS 312,2024-05-20 00:00:00,2024-05-20 00:00:00,58277,0.9712833333333334,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-05-07 00:00:00,200106031,052594,51,CB1-1,CB  2,548,124.09,2024-05-13 00:00:00,2024-05-10 00:00:00,,3.59,SELESAI,CK3-1,CK2-1,559.19,452.56,2024-05-13 00:00:00,2024-05-13 00:00:00,SELESAI,R292F,2024-05-16 00:00:00,2024-05-16 00:00:00,982,0.966554459733459,Selesai,1,UPS 312,2024-05-21 00:00:00,2024-05-21 00:00:00,58060,0.9676666666666667,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-05-07 00:00:00,200106032,052604,52,CB1-1,CB  2,610.66,126.21,2024-05-13 00:00:00,2024-05-10 00:00:00,,3.57,SELESAI,CK3-1,CK2-1,558.29,455.74,2024-05-13 00:00:00,2024-05-13 00:00:00,SELESAI,R292F,2024-05-16 00:00:00,2024-05-17 00:00:00,985,0.969507273765232,Selesai,1,UPS 312,2024-05-21 00:00:00,2024-05-21 00:00:00,34500,0.575,SELESAI,1,,,,,,,,,,,
s,NEO RHEUMACYL TABLET NP/24 X 20,NRDB,200-00-03,05,2024,2024-05-15 00:00:00,200106098,053294,63,CB1-1,CB  2,549,121.76,2024-05-27 00:00:00,2024-05-27 00:00:00,,3.79,SELESAI,CK1-1,CK3-1,560.04,451.01,2024-05-29 00:00:00,2024-05-28 00:00:00,SELESAI,R292F,2024-05-31 00:00:00,2024-05-31 00:00:00,980,0.964585917045611,Selesai,1,UPS 312,2024-06-03 00:00:00,2024-06-04 00:00:00,57985,0.9664166666666667,SELESAI,1,,,,,,,,,,,
